round,prediction,actual,result,bet,profit,balance
187,閒,莊,輸,100,-100.0,-535.0
188,莊,莊,贏,100,95.0,-440.0
189,莊,莊,贏,100,95.0,-345.0
190,閒,閒,贏,100,100.0,-245.0
191,莊,和,和局,0,0.0,-245.0
192,莊,莊,贏,100,95.0,-150.0
193,閒,閒,贏,100,100.0,-50.0
194,閒,莊,輸,100,-100.0,-150.0
195,莊,莊,贏,100,95.0,-55.0
196,閒,莊,輸,100,-100.0,-155.0
197,閒,閒,贏,100,100.0,-55.0
198,莊,閒,輸,100,-100.0,-155.0
199,閒,莊,輸,100,-100.0,-255.0
200,莊,閒,輸,100,-100.0,-355.0
201,閒,閒,贏,100,100.0,-255.0
202,莊,莊,贏,100,95.0,-160.0
203,莊,閒,輸,100,-100.0,-260.0
204,閒,莊,輸,100,-100.0,-360.0
205,莊,閒,輸,100,-100.0,-460.0
206,莊,莊,贏,100,95.0,-365.0
207,閒,莊,輸,100,-100.0,-465.0
208,莊,和,和局,0,0.0,-465.0
209,莊,閒,輸,100,-100.0,-565.0
210,閒,和,和局,0,0.0,-565.0
211,閒,閒,贏,100,100.0,-465.0
212,閒,莊,輸,100,-100.0,-565.0
213,閒,閒,贏,100,100.0,-465.0
214,莊,閒,輸,100,-100.0,-565.0
215,閒,閒,贏,100,100.0,-465.0
216,莊,閒,輸,100,-100.0,-565.0
217,莊,莊,贏,100,95.0,-470.0
218,莊,莊,贏,100,95.0,-375.0
219,莊,閒,輸,100,-100.0,-475.0
220,閒,莊,輸,100,-100.0,-575.0
221,莊,閒,輸,100,-100.0,-675.0
222,閒,莊,輸,100,-100.0,-775.0
223,閒,閒,贏,100,100.0,-675.0
224,莊,莊,贏,100,95.0,-580.0
225,閒,閒,贏,100,100.0,-480.0
226,莊,閒,輸,100,-100.0,-580.0
227,閒,莊,輸,100,-100.0,-680.0
228,莊,莊,贏,100,95.0,-585.0
229,莊,閒,輸,100,-100.0,-685.0
230,莊,莊,贏,100,95.0,-590.0
231,莊,莊,贏,100,95.0,-495.0
232,莊,閒,輸,100,-100.0,-595.0
233,閒,閒,贏,100,100.0,-495.0
234,莊,閒,輸,100,-100.0,-595.0
235,莊,閒,輸,100,-100.0,-695.0
236,莊,莊,贏,100,95.0,-600.0
237,莊,莊,贏,100,95.0,-505.0
238,莊,閒,輸,100,-100.0,-605.0
239,莊,閒,輸,100,-100.0,-705.0
240,莊,莊,贏,100,95.0,-610.0
241,莊,莊,贏,100,95.0,-515.0
242,莊,莊,贏,100,95.0,-420.0
243,莊,莊,贏,100,95.0,-325.0
244,莊,和,和局,0,0.0,-325.0
245,莊,莊,贏,100,95.0,-230.0
246,莊,閒,輸,100,-100.0,-330.0
247,閒,閒,贏,100,100.0,-230.0
248,莊,莊,贏,100,95.0,-135.0
249,閒,閒,贏,100,100.0,-35.0
250,閒,閒,贏,100,100.0,65.0
251,莊,閒,輸,100,-100.0,-35.0
252,莊,閒,輸,100,-100.0,-135.0
253,莊,閒,輸,100,-100.0,-235.0
254,莊,閒,輸,100,-100.0,-335.0
255,莊,閒,輸,100,-100.0,-435.0
256,莊,莊,贏,100,95.0,-340.0
257,莊,莊,贏,100,95.0,-245.0
258,莊,閒,輸,100,-100.0,-345.0
259,莊,和,和局,0,0.0,-345.0
260,莊,莊,贏,100,95.0,-250.0
261,莊,莊,贏,100,95.0,-155.0
262,閒,閒,贏,100,100.0,-55.0
263,莊,閒,輸,100,-100.0,-155.0
264,閒,閒,贏,100,100.0,-55.0
265,莊,莊,贏,100,95.0,40.0
266,閒,閒,贏,100,100.0,140.0
267,莊,莊,贏,100,95.0,235.0
268,莊,閒,輸,100,-100.0,135.0
269,莊,莊,贏,100,95.0,230.0
270,閒,和,和局,0,0.0,230.0
271,莊,莊,贏,100,95.0,325.0
272,閒,閒,贏,100,100.0,425.0
273,莊,莊,贏,100,95.0,520.0
274,閒,莊,輸,100,-100.0,420.0
275,閒,閒,贏,100,100.0,520.0
276,閒,莊,輸,100,-100.0,420.0
277,莊,莊,贏,100,95.0,515.0
278,莊,莊,贏,100,95.0,610.0
279,閒,莊,輸,100,-100.0,510.0
280,莊,閒,輸,100,-100.0,410.0
281,閒,莊,輸,100,-100.0,310.0
282,莊,閒,輸,100,-100.0,210.0
283,閒,莊,輸,100,-100.0,110.0
284,閒,閒,贏,100,100.0,210.0
285,莊,莊,贏,100,95.0,305.0
286,閒,閒,贏,100,100.0,405.0
287,莊,莊,贏,100,95.0,500.0
288,閒,和,和局,0,0.0,500.0
289,莊,莊,贏,100,95.0,595.0
290,閒,閒,贏,100,100.0,695.0
291,莊,莊,贏,100,95.0,790.0
292,莊,莊,贏,100,95.0,885.0
293,閒,莊,輸,100,-100.0,785.0
294,閒,莊,輸,100,-100.0,685.0
295,莊,莊,贏,100,95.0,780.0
296,莊,閒,輸,100,-100.0,680.0
297,閒,莊,輸,100,-100.0,580.0
298,莊,閒,輸,100,-100.0,480.0
299,閒,莊,輸,100,-100.0,380.0
300,閒,莊,輸,100,-100.0,280.0
301,莊,閒,輸,100,-100.0,180.0
302,閒,閒,贏,100,100.0,280.0
303,莊,莊,贏,100,95.0,375.0
304,莊,閒,輸,100,-100.0,275.0
305,閒,閒,贏,100,100.0,375.0
306,莊,莊,贏,100,95.0,470.0
307,莊,莊,贏,100,95.0,565.0
308,閒,閒,贏,100,100.0,665.0
309,莊,莊,贏,100,95.0,760.0
310,莊,閒,輸,100,-100.0,660.0
311,閒,閒,贏,100,100.0,760.0
312,閒,莊,輸,100,-100.0,660.0
313,莊,閒,輸,100,-100.0,560.0
314,閒,和,和局,0,0.0,560.0
315,莊,莊,贏,100,95.0,655.0
316,莊,莊,贏,100,95.0,750.0
317,閒,閒,贏,100,100.0,850.0
318,莊,莊,贏,100,95.0,945.0
319,閒,莊,輸,100,-100.0,845.0
320,莊,莊,贏,100,95.0,940.0
321,閒,莊,輸,100,-100.0,840.0
322,莊,莊,贏,100,95.0,935.0
323,莊,和,和局,0,0.0,935.0
324,莊,閒,輸,100,-100.0,835.0
325,閒,閒,贏,100,100.0,935.0
326,閒,閒,贏,100,100.0,1035.0
327,莊,莊,贏,100,95.0,1130.0
328,閒,閒,贏,100,100.0,1230.0
329,莊,莊,贏,100,95.0,1325.0
330,莊,閒,輸,100,-100.0,1225.0
331,莊,閒,輸,100,-100.0,1125.0
332,閒,莊,輸,100,-100.0,1025.0
333,莊,閒,輸,100,-100.0,925.0
334,閒,閒,贏,100,100.0,1025.0
335,莊,閒,輸,100,-100.0,925.0
336,莊,閒,輸,100,-100.0,825.0
337,閒,閒,贏,100,100.0,925.0
338,莊,莊,贏,100,95.0,1020.0
339,莊,閒,輸,100,-100.0,920.0
340,莊,莊,贏,100,95.0,1015.0
341,莊,閒,輸,100,-100.0,915.0
342,莊,閒,輸,100,-100.0,815.0
343,閒,閒,贏,100,100.0,915.0
344,莊,莊,贏,100,95.0,1010.0
345,閒,閒,贏,100,100.0,1110.0
346,莊,閒,輸,100,-100.0,1010.0
347,莊,閒,輸,100,-100.0,910.0
348,莊,閒,輸,100,-100.0,810.0
349,閒,閒,贏,100,100.0,910.0
350,莊,莊,贏,100,95.0,1005.0
351,莊,和,和局,0,0.0,1005.0
352,莊,閒,輸,100,-100.0,905.0
353,莊,閒,輸,100,-100.0,805.0
354,莊,莊,贏,100,95.0,900.0
355,莊,莊,贏,100,95.0,995.0
356,閒,閒,贏,100,100.0,1095.0
357,莊,莊,贏,100,95.0,1190.0
358,莊,閒,輸,100,-100.0,1090.0
359,莊,閒,輸,100,-100.0,990.0
360,閒,莊,輸,100,-100.0,890.0
361,莊,閒,輸,100,-100.0,790.0
362,閒,閒,贏,100,100.0,890.0
363,莊,莊,贏,100,95.0,985.0
364,莊,莊,贏,100,95.0,1080.0
365,閒,莊,輸,100,-100.0,980.0
366,莊,閒,輸,100,-100.0,880.0
367,莊,莊,贏,100,95.0,975.0
368,莊,莊,贏,100,95.0,1070.0
369,莊,和,和局,0,0.0,1070.0
370,閒,莊,輸,100,-100.0,970.0
371,莊,閒,輸,100,-100.0,870.0
372,閒,莊,輸,100,-100.0,770.0
373,莊,閒,輸,100,-100.0,670.0
374,閒,莊,輸,100,-100.0,570.0
375,閒,閒,贏,100,100.0,670.0
376,莊,和,和局,0,0.0,670.0
377,閒,莊,輸,100,-100.0,570.0
378,莊,閒,輸,100,-100.0,470.0
379,閒,和,和局,0,0.0,470.0
380,莊,莊,贏,100,95.0,565.0
381,閒,莊,輸,100,-100.0,465.0
382,閒,莊,輸,100,-100.0,365.0
383,莊,閒,輸,100,-100.0,265.0
384,閒,閒,贏,100,100.0,365.0
385,閒,莊,輸,100,-100.0,265.0
386,莊,莊,贏,100,95.0,360.0
387,閒,和,和局,0,0.0,360.0
388,莊,莊,贏,100,95.0,455.0
389,莊,莊,贏,100,95.0,550.0
390,閒,和,和局,0,0.0,550.0
391,莊,莊,贏,100,95.0,645.0
392,閒,莊,輸,100,-100.0,545.0
393,閒,閒,贏,100,100.0,645.0
394,莊,莊,贏,100,95.0,740.0
395,閒,莊,輸,100,-100.0,640.0
396,莊,閒,輸,100,-100.0,540.0
397,閒,和,和局,0,0.0,540.0
398,莊,莊,贏,100,95.0,635.0
399,閒,莊,輸,100,-100.0,535.0
400,閒,閒,贏,100,100.0,635.0
401,莊,莊,贏,100,95.0,730.0
402,閒,閒,贏,100,100.0,830.0
403,莊,和,和局,0,0.0,830.0
404,閒,莊,輸,100,-100.0,730.0
405,莊,莊,贏,100,95.0,825.0
406,閒,莊,輸,100,-100.0,725.0
407,莊,閒,輸,100,-100.0,625.0
408,閒,和,和局,0,0.0,625.0
409,閒,莊,輸,100,-100.0,525.0
410,閒,閒,贏,100,100.0,625.0
411,閒,閒,贏,100,100.0,725.0
412,莊,莊,贏,100,95.0,820.0
413,閒,莊,輸,100,-100.0,720.0
414,閒,閒,贏,100,100.0,820.0
415,莊,和,和局,0,0.0,820.0
416,莊,和,和局,0,0.0,820.0
417,閒,閒,贏,100,100.0,920.0
418,閒,莊,輸,100,-100.0,820.0
419,莊,閒,輸,100,-100.0,720.0
420,閒,莊,輸,100,-100.0,620.0
421,閒,閒,贏,100,100.0,720.0
422,莊,閒,輸,100,-100.0,620.0
423,閒,閒,贏,100,100.0,720.0
424,莊,莊,贏,100,95.0,815.0
425,閒,莊,輸,100,-100.0,715.0
426,莊,閒,輸,100,-100.0,615.0
427,閒,莊,輸,100,-100.0,515.0
428,莊,莊,贏,100,95.0,610.0
429,莊,閒,輸,100,-100.0,510.0
430,閒,閒,贏,100,100.0,610.0
431,莊,莊,贏,100,95.0,705.0
432,莊,莊,贏,100,95.0,800.0
433,閒,莊,輸,100,-100.0,700.0
434,莊,閒,輸,100,-100.0,600.0
435,莊,閒,輸,100,-100.0,500.0
436,莊,莊,贏,100,95.0,595.0
437,莊,閒,輸,100,-100.0,495.0
438,閒,莊,輸,100,-100.0,395.0
439,莊,莊,贏,100,95.0,490.0
440,莊,莊,贏,100,95.0,585.0
441,閒,莊,輸,100,-100.0,485.0
442,莊,莊,贏,100,95.0,580.0
443,莊,和,和局,0,0.0,580.0
444,莊,閒,輸,100,-100.0,480.0
445,閒,莊,輸,100,-100.0,380.0
446,莊,莊,贏,100,95.0,475.0
447,莊,閒,輸,100,-100.0,375.0
448,閒,莊,輸,100,-100.0,275.0
449,莊,閒,輸,100,-100.0,175.0
450,莊,莊,贏,100,95.0,270.0
451,閒,閒,贏,100,100.0,370.0
452,莊,莊,贏,100,95.0,465.0
453,閒,莊,輸,100,-100.0,365.0
454,莊,莊,贏,100,95.0,460.0
455,閒,莊,輸,100,-100.0,360.0
456,莊,閒,輸,100,-100.0,260.0
457,莊,閒,輸,100,-100.0,160.0
458,莊,莊,贏,100,95.0,255.0
459,莊,閒,輸,100,-100.0,155.0
460,閒,閒,贏,100,100.0,255.0
461,莊,閒,輸,100,-100.0,155.0
462,莊,莊,贏,100,95.0,250.0
463,閒,莊,輸,100,-100.0,150.0
464,莊,莊,贏,100,95.0,245.0
465,莊,閒,輸,100,-100.0,145.0
466,莊,閒,輸,100,-100.0,45.0
467,莊,閒,輸,100,-100.0,-55.0
468,莊,閒,輸,100,-100.0,-155.0
469,閒,閒,贏,100,100.0,-55.0
470,莊,閒,輸,100,-100.0,-155.0
471,莊,和,和局,0,0.0,-155.0
472,莊,閒,輸,100,-100.0,-255.0
473,閒,閒,贏,100,100.0,-155.0
474,閒,莊,輸,100,-100.0,-255.0
475,莊,莊,贏,100,95.0,-160.0
476,閒,閒,贏,100,100.0,-60.0
477,閒,莊,輸,100,-100.0,-160.0
478,莊,閒,輸,100,-100.0,-260.0
479,閒,莊,輸,100,-100.0,-360.0
480,閒,莊,輸,100,-100.0,-460.0
481,莊,莊,贏,100,95.0,-365.0
482,閒,閒,贏,100,100.0,-265.0
483,莊,莊,贏,100,95.0,-170.0
484,莊,閒,輸,100,-100.0,-270.0
485,莊,莊,贏,100,95.0,-175.0
486,閒,莊,輸,100,-100.0,-275.0
487,莊,閒,輸,100,-100.0,-375.0
488,閒,閒,贏,100,100.0,-275.0
489,莊,莊,贏,100,95.0,-180.0
490,莊,莊,贏,100,95.0,-85.0
491,閒,閒,贏,100,100.0,15.0
492,莊,閒,輸,100,-100.0,-85.0
493,莊,和,和局,0,0.0,-85.0
494,莊,閒,輸,100,-100.0,-185.0
495,閒,莊,輸,100,-100.0,-285.0
496,莊,閒,輸,100,-100.0,-385.0
497,莊,莊,贏,100,95.0,-290.0
498,閒,和,和局,0,0.0,-290.0
499,莊,莊,贏,100,95.0,-195.0
500,閒,莊,輸,100,-100.0,-295.0
